Hostel_ID,Hostel_Name,Room_Number,Student_ID,Name,Age,Gender,Level_of_Higher_Education,Faculty,Course,Languages,Religion,Interests
1,Общежитие №1,20,105,Федосеева Алевтина Андреевна,20,Ж,Специалитет,Факультет компьютерных наук,4,Русский,Православие,"Программирование, Настольный теннис"
1,Общежитие №1,20,106,Киселева Гертруда Анатольевна,28,Ж,Аспирантура,Факультет гуманитарных наук,3,"Русский, Английский",Атеизм,Волейбол
1,Общежитие №1,21,97,Дроздов Даниил Семёнович,19,М,Бакалавриат,Факультет мировой экономики и мировой политики,2,Русский,Православие,"Баскетбол, Программирование"
1,Общежитие №1,21,98,Макаров Захар Филиппович,28,М,Специалитет,Факультет бизнеса и менеджмента,1,Английский,Православие,Программирование
1,Общежитие №1,21,100,Михайлов Силантий Валентинович,30,М,Магистратура,Факультет компьютерных наук,2,Русский,Православие,"Музыка, Баскетбол, Программирование"
1,Общежитие №1,21,101,Миронов Семен Дмитриевич,23,М,Специалитет,Факультет социальных наук,3,Русский,Ислам,Настольный теннис
1,Общежитие №1,21,102,Крылов Максим Антонович,27,М,Бакалавриат,Факультет бизнеса и менеджмента,2,Русский,Атеизм,"Рисование, Шахматы, Волейбол"
1,Общежитие №1,22,103,Федосеев Аркадий Родионович,27,М,Аспирантура,Факультет компьютерных наук,1,Русский,Ислам,"Программирование, Волейбол, Рисование"
1,Общежитие №1,22,113,Ефремов Юлиан Глебович,24,М,Бакалавриат,Факультет бизнеса и менеджмента,4,Английский,Буддизм,"Настольный теннис, Программирование"
1,Общежитие №1,22,114,Крылов Феликс Тимурович,20,М,Магистратура,Факультет урбанистики,1,"Русский, Английский",Ислам,"Футбол, Баскетбол, Настольный теннис"
1,Общежитие №1,22,115,Гордеев Станислав Анатольевич,29,М,Бакалавриат,Факультет мировой экономики и мировой политики,1,"Китайский, Английский",Православие,"Настольный теннис, Футбол"
1,Общежитие №1,23,107,Сергеева Диана Родионовна,29,Ж,Бакалавриат,Факультет урбанистики,1,Английский,Буддизм,Волейбол
1,Общежитие №1,23,108,Лебедева Галина Эдуардовна,28,Ж,Специалитет,Факультет экономических наук,4,Русский,Ислам,Настольные игры
1,Общежитие №1,23,109,Богданова Полина Ярославовна,23,Ж,Специалитет,Факультет урбанистики,3,Русский,Православие,"Рисование, Музыка"
1,Общежитие №1,23,110,Панкратова Алёна Виталиевна,20,Ж,Бакалавриат,Факультет права,1,"Русский, Английский",Православие,Футбол
1,Общежитие №1,23,111,Виноградова Регина Федотовна,23,Ж,Магистратура,Факультет социальных наук,2,"Русский, Английский",Православие,"Футбол, Настольный теннис, Настольные игры"
1,Общежитие №1,24,116,Жуков Сергей Константинович,20,М,Бакалавриат,Факультет социальных наук,2,Английский,Ислам,"Рисование, Баскетбол"
1,Общежитие №1,24,117,Морозов Яков Леонидович,20,М,Магистратура,Факультет социальных наук,2,Русский,Атеизм,"Настольные игры, Музыка"
1,Общежитие №1,24,118,Шубин Родион Родионович,26,М,Специалитет,Факультет бизнеса и менеджмента,3,"Русский, Английский",Ислам,Настольные игры
1,Общежитие №1,24,120,Смирнов Денис Эдуардович,23,М,Аспирантура,Факультет математики,1,Русский,Атеизм,"Баскетбол, Волейбол"
1,Общежитие №1,24,121,Кузнецов Николай Валерьевич,19,М,Специалитет,Факультет экономических наук,1,"Китайский, Английский",Ислам,Волейбол
1,Общежитие №1,25,119,Титова Зоя Григорьевна,19,Ж,Бакалавриат,Факультет гуманитарных наук,3,Английский,Православие,Настольный теннис
1,Общежитие №1,25,122,Егорова Арья Захаровна,22,Ж,Аспирантура,"Факультет коммуникаций, медиа и дизайна",1,Русский,Буддизм,"Настольный теннис, Волейбол, Музыка"
1,Общежитие №1,25,123,Богданова Алина Андреевна,18,Ж,Специалитет,Факультет математики,1,Русский,Атеизм,"Настольные игры, Настольный теннис"
1,Общежитие №1,25,131,Котова Марианна Георгиевна,27,Ж,Аспирантура,"Факультет коммуникаций, медиа и дизайна",3,Русский,Ислам,Рисование
1,Общежитие №1,25,142,Карпова Жанна Вячеславовна,20,Ж,Специалитет,"Факультет коммуникаций, медиа и дизайна",1,Английский,Атеизм,"Футбол, Программирование"
1,Общежитие №1,26,124,Титов Яков Глебович,21,М,Магистратура,Факультет компьютерных наук,2,Английский,Буддизм,"Волейбол, Настольные игры, Настольный теннис"
1,Общежитие №1,26,125,Васильев Артур Вячеславович,19,М,Специалитет,Факультет урбанистики,2,Английский,Атеизм,Программирование
1,Общежитие №1,26,126,Петров Клим Анатольевич,18,М,Магистратура,Факультет бизнеса и менеджмента,1,"Китайский, Английский",Ислам,Рисование
1,Общежитие №1,26,127,Семенов Адам Валерьевич,28,М,Аспирантура,Факультет права,1,Русский,Православие,Программирование
1,Общежитие №1,26,128,Новиков Даниил Викторович,19,М,Бакалавриат,Факультет экономических наук,4,Русский,Атеизм,"Волейбол, Настольный теннис"
1,Общежитие №1,27,129,Трофимов Матвей Варламович,20,М,Аспирантура,Факультет бизнеса и менеджмента,1,Английский,Атеизм,"Настольный теннис, Футбол, Баскетбол"
1,Общежитие №1,27,130,Акимов Тимур Владимирович,18,М,Аспирантура,Факультет урбанистики,3,Английский,Ислам,"Шахматы, Рисование, Настольные игры"
1,Общежитие №1,27,132,Чернышев Кирилл Евсеевич,21,М,Аспирантура,Факультет права,2,Английский,Православие,"Программирование, Настольные игры"
1,Общежитие №1,27,133,Морозов Григорий Денисович,28,М,Магистратура,Факультет бизнеса и менеджмента,2,"Русский, Английский",Ислам,"Настольные игры, Музыка, Программирование"
1,Общежитие №1,27,134,Петухов Денис Евграфович,23,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",5,Русский,Атеизм,"Программирование, Настольный теннис"
1,Общежитие №1,28,136,Акимов Варлам Матвеевич,18,М,Специалитет,Факультет компьютерных наук,1,Русский,Ислам,"Шахматы, Волейбол, Футбол"
1,Общежитие №1,28,137,Зуев Вячеслав Филиппович,29,М,Специалитет,Факультет социальных наук,4,Русский,Православие,Настольный теннис
1,Общежитие №1,28,138,Князев Юрий Дмитриевич,18,М,Бакалавриат,Факультет компьютерных наук,2,Русский,Православие,"Волейбол, Настольный теннис"
1,Общежитие №1,28,139,Ушаков Савелий Михайлович,26,М,Бакалавриат,Факультет компьютерных наук,2,Русский,Ислам,"Баскетбол, Музыка, Программирование"
1,Общежитие №1,29,140,Чернышев Федор Иванович,22,М,Аспирантура,Факультет математики,1,Английский,Атеизм,Музыка
1,Общежитие №1,29,141,Крылов Леонтий Георгиевич,24,М,Магистратура,Факультет урбанистики,2,"Русский, Английский",Православие,"Программирование, Футбол"
1,Общежитие №1,29,143,Борисов Станислав Валерьевич,21,М,Магистратура,Факультет математики,1,Русский,Православие,Шахматы
1,Общежитие №1,29,146,Овчинников Модест Ярославович,30,М,Специалитет,Факультет экономических наук,4,"Китайский, Английский",Ислам,"Настольные игры, Настольный теннис"
1,Общежитие №1,29,148,Герасимов Дмитрий Федосеевич,25,М,Бакалавриат,Факультет бизнеса и менеджмента,2,Английский,Буддизм,"Рисование, Футбол"
1,Общежитие №1,30,144,Ларионова Ульяна Владимировна,23,Ж,Специалитет,Факультет компьютерных наук,4,"Русский, Английский",Православие,"Музыка, Баскетбол, Волейбол"
1,Общежитие №1,30,145,Чернова Юлия Владимировна,30,Ж,Магистратура,Факультет бизнеса и менеджмента,2,"Русский, Английский",Ислам,"Настольные игры, Волейбол, Баскетбол"
1,Общежитие №1,30,147,Ушакова Венера Максимовна,27,Ж,Специалитет,Факультет экономических наук,3,Русский,Буддизм,Шахматы
1,Общежитие №1,30,149,Калашникова Ирина Олеговна,29,Ж,Магистратура,Факультет урбанистики,1,Английский,Ислам,Настольный теннис
1,Общежитие №1,30,150,Кузнецова Ярослава Ратмировна,20,Ж,Бакалавриат,Факультет экономических наук,1,Английский,Православие,Рисование
1,Общежитие №1,31,151,Павлов Елисей Эдуардович,18,М,Аспирантура,Факультет права,1,Русский,Ислам,"Настольный теннис, Программирование"
1,Общежитие №1,31,152,Кожевников Матвей Кириллович,22,М,Бакалавриат,Факультет бизнеса и менеджмента,2,"Китайский, Английский",Атеизм,Футбол
1,Общежитие №1,31,154,Прохоров Федот Анатольевич,27,М,Магистратура,Факультет урбанистики,2,Английский,Православие,Волейбол
1,Общежитие №1,31,156,Маслов Клим Леонидович,22,М,Магистратура,Факультет бизнеса и менеджмента,2,Русский,Атеизм,"Волейбол, Футбол, Настольные игры"
1,Общежитие №1,31,162,Егоров Викентий Филиппович,21,М,Бакалавриат,Факультет права,3,Русский,Православие,"Волейбол, Баскетбол"
1,Общежитие №1,32,153,Мухина Лариса Станиславовна,23,Ж,Магистратура,Факультет компьютерных наук,1,"Русский, Английский",Ислам,Рисование
1,Общежитие №1,32,155,Петухова Олеся Кондратьевна,21,Ж,Аспирантура,Факультет гуманитарных наук,3,Русский,Атеизм,"Музыка, Футбол, Волейбол"
1,Общежитие №1,32,157,Макарова Гертруда Анатольевна,23,Ж,Аспирантура,Факультет социальных наук,1,"Русский, Английский",Ислам,"Рисование, Футбол, Шахматы"
1,Общежитие №1,32,158,Полякова Маргарита Матвеевна,26,Ж,Магистратура,Факультет урбанистики,1,"Китайский, Английский",Атеизм,"Рисование, Настольные игры"
1,Общежитие №1,32,159,Фролова Олеся Георгиевна,27,Ж,Аспирантура,Факультет урбанистики,2,"Русский, Английский",Ислам,"Шахматы, Программирование"
1,Общежитие №1,33,160,Воронова Августа Леонидовна,30,Ж,Специалитет,Факультет урбанистики,2,Английский,Православие,"Футбол, Шахматы, Музыка"
1,Общежитие №1,33,161,Дьякова Влада Георгиевна,27,Ж,Магистратура,Факультет урбанистики,1,Русский,Ислам,"Футбол, Музыка, Волейбол"
1,Общежитие №1,33,163,Федотова Регина Георгиевна,26,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",2,Английский,Буддизм,Рисование
1,Общежитие №1,33,164,Назарова Дарина Вячеславовна,18,Ж,Аспирантура,Факультет мировой экономики и мировой политики,3,Русский,Буддизм,"Шахматы, Музыка, Рисование"
1,Общежитие №1,33,165,Жукова Мирослава Тарасовна,30,Ж,Магистратура,Факультет экономических наук,1,"Русский, Английский",Православие,"Настольный теннис, Музыка"
1,Общежитие №1,34,166,Гаврилов Михаил Матвеевич,26,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",2,Английский,Ислам,"Волейбол, Шахматы"
1,Общежитие №1,34,169,Назаров Геннадий Платонович,29,М,Магистратура,Факультет урбанистики,2,Русский,Православие,"Программирование, Настольный теннис, Футбол"
1,Общежитие №1,34,174,Маслов Ярослав Иванович,30,М,Специалитет,Факультет социальных наук,2,"Русский, Английский",Атеизм,Рисование
1,Общежитие №1,34,175,Акимов Роман Юлианович,26,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",4,"Русский, Английский",Буддизм,"Рисование, Шахматы"
1,Общежитие №1,35,167,Мухина Стефания Максимовна,21,Ж,Бакалавриат,Факультет урбанистики,4,"Русский, Английский",Православие,Шахматы
1,Общежитие №1,35,168,Шарова Лилия Анатольевна,30,Ж,Специалитет,Факультет гуманитарных наук,2,"Русский, Английский",Православие,"Музыка, Баскетбол, Футбол"
1,Общежитие №1,35,170,Дроздова Анфиса Евсеевна,23,Ж,Аспирантура,Факультет экономических наук,1,"Русский, Английский",Православие,"Шахматы, Рисование, Настольные игры"
1,Общежитие №1,35,171,Горшкова Ярослава Антоновна,20,Ж,Магистратура,Факультет математики,2,"Русский, Английский",Ислам,"Футбол, Рисование"
1,Общежитие №1,35,173,Шубина Ия Федоровна,20,Ж,Аспирантура,Факультет бизнеса и менеджмента,3,Русский,Атеизм,"Шахматы, Настольный теннис, Волейбол"
1,Общежитие №1,36,176,Иванов Ярослав Варламович,20,М,Аспирантура,Факультет права,1,Русский,Православие,"Настольные игры, Футбол"
1,Общежитие №1,36,180,Князев Олег Александрович,24,М,Аспирантура,Факультет экономических наук,1,Русский,Православие,Музыка
1,Общежитие №1,36,181,Беликов Август Родионович,20,М,Магистратура,Факультет бизнеса и менеджмента,2,Русский,Буддизм,"Настольный теннис, Шахматы, Волейбол"
1,Общежитие №1,36,182,Зуев Александр Даниилович,19,М,Бакалавриат,Факультет права,1,Русский,Атеизм,Рисование
1,Общежитие №1,36,183,Федотов Леонид Матвеевич,24,М,Аспирантура,Факультет бизнеса и менеджмента,1,"Китайский, Английский",Православие,"Баскетбол, Настольные игры"
1,Общежитие №1,37,177,Чернова Надежда Савельевна,26,Ж,Специалитет,Факультет математики,1,Русский,Буддизм,"Баскетбол, Настольный теннис"
